budget,gross
30000000,19316646
22000000,19351569
45000000,19377727
55000000,19389454
40000000,19406406
5000000,19421271
60000000,19445217
35000000,19447478
3000000,19472057
80000000,19480739
65000000,19548064
50000000,19593740
20000000,19661987
80000000,19673424
35000000,19692608
34000000,19693891
45000000,19719930
60000000,19781879
22000000,19783777
70000000,19819494
20000000,19900000
20000000,19976073
9000000,20035310
25530000,20047715
45000000,20101861
40000000,20113965
2000000,20167424
100000000,20207003
15000000,20218921
20000000,20241395
14000000,20246959
7000000,20257000
20000000,20259297
35000000,20275446
28000000,20285518
40000000,20300000
45000000,20302961
75000000,20315324
10000000,20338609
10000000,20339754
10000000,20384136
50000000,20389967
8000000,20400000
45000000,20400913
35000000,20422207
15000000,20433940
50000000,20488579
50000000,20550712
15000000,20566327
16000000,20627372
22000000,20668843
5000000,20733485
23000000,20763013
6000000,20772796
5000000,20773070
15000000,20801344
3500000,20803237
26000000,20819129
42000000,20915465
40000000,20916309
80000000,20950820
3000000,20966644
30000000,20981633
37000000,20991497
37000000,20991497
15000000,20998709
40000000,20999103
13000000,21000000
6000000,21005329
45000000,21009180
12500000,21078145
13000000,21088568
35000000,21129348
12000000,21133087
100000000,21160089
40000000,21176322
5000000,21197315
20000000,21200000
4000000,21244913
55000000,21283440
2200000,21300000
12000000,21370057
10000000,21371425
1000000,21378000
1000000,21378000
150000000,21379315
15000000,21383298
20000000,21413105
40000000,21413502
30000000,21426805
14000000,21468807
44000000,21471685
19000000,21483154
27000000,21500000
5000000,21501098
100000000,21520719
25000000,21554585
49900000,21557240
8500000,21564616
9000000,21569041
10000000,21589307
35000000,21784432
30000000,21800302
30000000,21835784
23000000,21973182
5000000,21994911
41000000,22108977
10600000,22160085
8000000,22168359
15000000,22189039
25000000,22200000
8000000,22201636
2800000,22202612
6000000,22235901
19000000,22245861
22000000,22264487
21500000,22294341
60000000,22326247
12000000,22331028
29000000,22359293
55000000,22362500
107000000,22406362
107000000,22406362
60000000,22433915
37000000,22450975
18000000,22452209
25000000,22466994
27000000,22494487
27000000,22494487
50000000,22518325
30000000,22525921
30000000,22526144
70000000,22531698
8000000,22551000
40000000,22717758
17000000,22734486
75000000,22751979
100000,22757819
38000000,22770864
7000000,22800000
55000000,22843047
13000000,22858926
35000000,22877808
12000000,22905674
35000000,22913677
18000000,22927390
11500000,22954968
100000000,23014504
52000000,23020488
4500000,23031390
30000000,23070045
9000000,23078294
15000000,23089926
70000000,23159305
20000000,23179303
30000000,23209440
15500000,23213577
80000000,23219748
26000000,23222861
24000000,23225911
6000000,23272306
20000000,23292105
52000000,23324666
34000000,23360779
20000000,23393765
17500000,23472900
25000000,23527955
8000000,23618786
2100000,23650000
100000000,23808111
11000000,23978402
18000000,23993605
110000000,24004159
110000000,24004159
50000000,24006726
25000000,24042490
38000000,24044532
30000000,24048000
6500000,24103594
20000000,24104113
50000000,24127895
5000000,24138847
31000000,24185781
28000000,24268828
35000000,24276500
40000000,24332324
45000000,24343673
45000000,24343673
21500000,24362501
42000000,24375436
100000000,24381334
17000000,24397469
43000000,24407944
43000000,24430272
3000000,24475193
890000,24475416
45000000,24520892
9000000,24530513
3000000,24629916
100000000,24708699
1200000,24741700
3000000,24788807
6500000,24792061
2000000,24800000
5000000,24809547
20000000,24848292
15000000,24881000
27000000,24944213
15000000,24984868
100000000,24985612
2883848,25000000
9000000,25000000
24000000,25003072
53000000,25031037
55000000,25040293
6000000,25047631
63000000,25052000
20000000,25077977
30000000,25078937
35000000,25093607
40000000,25117498
50000000,25121291
3500000,25138292
24000000,25167270
40000000,25178165
45000000,25200412
12000000,25240988
6000000,25244700
35000000,25266129
12000000,25277561
21000000,25296447
40000000,25335935
10000000,25339117
4000000,25359200
50000000,25407250
15000000,25440971
50000000,25450527
10000000,25464480
30000000,25472967
14000000,25482931
25100000,25517500
57000000,25528495
9000000,25530884
23000000,25556065
14000000,25571351
20000000,25584685
21150000,25590119
18000000,25592632
10000000,25600000
25000000,25615792
7000000,25625110
13000000,25675765
20000000,25677801
19000000,25753840
12000000,25776062
3300000,25799043
26000000,25809813
22000000,25842000
62000000,25857987
35000000,25863915
35000000,25871834
58000000,25900000
8000000,25926543
100000000,25967000
28000000,25977365
76000000,26000610
20000000,26003149
3500000,26005908
8000000,26049082
87000000,26082914
19000000,26096584
15000000,26161406
36000000,26183197
50000000,26199517
6000000,26236603
17000000,26284475
60000000,26288320
15000000,26384919
16000000,26400000
18000000,26400000
40000000,26404753
20000000,26415649
15000000,26421314
50000000,26442251
35000000,26494611
1800000,26505000
1800000,26505000
30000000,26525834
50000000,26536120
13000000,26539321
10000000,26583369
10500000,26589953
60000000,26616590
40000000,26616999
30000000,26687172
26000000,26761283
2500000,26781723
35000000,26814957
18000000,26830000
18000000,26830000
57000000,26838389
100000000,26870825
27000000,26876529
16500000,26896744
38000000,26903709
18000000,26906039
28000000,27000000
13000000,27052167
40000000,27053815
50000000,27067160
17700000,27087695
102000000,27098580
18000000,27141959
17000000,27154426
3000000,27200000
20000000,27277055
12000000,27281507
5000000,27285953
5000000,27296514
23000000,27338033
90000000,27356090
8000000,27362712
40000000,27400000
15000000,27441122
6000000,27457409
14000000,27515786
6500000,27545445
100000000,27550735
40000000,27663982
50000000,27667947
11000000,27669413
5000000,27689474
10000000,27736779
19000000,27758465
100000000,27779888
72000000,27796042
12000000,27829874
17000000,27854896
3500000,27900000
3500000,27900000
35000000,27972410
8200000,27979400
15000000,28014536
60000000,28031250
65000000,28045540
35000000,28064226
50000000,28133159
100000000,28165882
58000000,28328132
25000000,28341469
13000000,28399192
100000000,28424210
12000000,28435406
13000000,28501605
26000000,28501651
26000000,28501651
40000000,28535768
21000000,28563179
8500000,28563926
15000000,28637507
30000000,28644770
35000000,28687835
16000000,28734552
7000000,28747570
28000000,28751715
105000000,28772222
105000000,28772222
25000000,28831145
50000000,28837115
24000000,28871190
10000000,28873374
20000000,28876924
33000000,28927720
68000000,28965197
13000000,28972187
35000000,28995450
100000000,29062561
40000000,29077547
15000000,29106737
40000000,29113588
60000000,29136626
8500000,29200000
25000000,29247405
15000000,29302097
40000000,29374178
10000000,29392418
10000000,29500000
58000000,29580087
65000000,29655590
20000000,29753944
48000000,29781453
40000000,29802761
13000000,29959436
20000000,29975979
22000000,29997095
2200000,30000000
25000000,30012990
75000000,30013346
20000000,30028592
17000000,30050028
22000000,30059386
60000000,30063805
35000000,30079316
6000000,30093107
6000000,30093107
15000000,30102717
37000000,30105968
15000000,30127963
70000000,30157016
40000000,30199105
120000000,30212620
25000000,30222640
15000000,30226144
15000000,30259652
50000000,30306268
10000000,30306281
35000000,30307804
17000000,30324946
12000000,30400000
39000000,30400000
500000,30500882
30000000,30513940
30000000,30523568
100000000,30538669
14000000,30628981
10000000,30651422
26000000,30659817
35000000,30669413
28000000,30688364
35000000,30691439
60000000,30695227
16000000,30857814
83532,30859000
83532,30859000
25000000,30920167
40000000,30981850
40000000,30993544
55000000,31051126
64000000,31054924
60000000,31111260
44000000,31136950
140000000,31141074
20000000,31146570
12000000,31155435
60000000,31165421
12000000,31179516
58000000,31199215
4000000,31252964
12000000,31397498
24000000,31452765
15000000,31471430
9000000,31487293
32000000,31493782
60000000,31494270
7500000,31501218
25000000,31526393
1000000,31537320
49000000,31569268
20000000,31584722
15000000,31585300
12000000,31597131
35000000,31598308
35000000,31598308
28000000,31600000
6900000,31607598
30000000,31655091
60000000,31670931
12000000,31691811
135000000,31704416
30000000,31743332
27000000,31768374
40000000,31836745
20000000,31838002
50000000,31874869
50000000,31874869
6500000,31899000
3600000,31968347
100000000,31973840
12000000,31990064
806947,32000000
30000000,32000000
25000000,32003620
20000000,32014289
30000000,32048809
30000000,32048809
20000000,32051917
25000000,32055248
45000000,32095318
10000000,32101000
60000000,32122249
11000000,32131483
137000000,32131830
30000000,32154410
30000000,32154410
62000000,32178777
100000000,32222567
2500000,32230907
8500000,32279955
7500000,32333860
30000000,32357532
25000000,32368960
7500000,32391374
25000000,32416109
5000000,32453345
35000000,32519322
60000000,32522352
3500159,32541719
25000000,32553210
65000000,32598931
1800000,32600000
72000000,32616869
14000000,32645546
24000000,32662299
85000000,32694788
32000000,32701088
15000000,32721635
15000000,32721635
50000000,32741596
30000000,32774834
40000000,32800000
40000000,32853640
80000000,32885565
60000000,32940507
60000000,32940507
20000000,32983713
10000000,33000000
28000000,33000377
37000000,33037754
65000000,33048353
10000000,33071558
70000000,33105600
26000000,33200000
77000000,33201661
9000000,33244684
11000000,33305037
21000000,33313582
65000000,33328051
2500000,33349949
35000000,33357476
15000000,33386128
15000000,33386128
18000000,33404871
20000000,33422556
50000000,33422806
35000000,33423521
500000,33451479
55000000,33472850
40000000,33508922
15000000,33565375
90000000,33574332
10000000,33583175
130000000,33592415
25000000,33631221
25000000,33631221
50000000,33643461
33000000,33682273
68000000,33685268
20000000,33687630
15000000,33771174
55000000,33828318
15000000,33860010
40000000,33864342
40000000,33927476
27000000,33987757
33000000,34014398
33000000,34014398
8500000,34017854
9000000,34074895
55000000,34098563
5000000,34099640
20000000,34126138
32000000,34180954
55000000,34238611
19800000,34290142
155000000,34293771
25000000,34300771
16000000,34308901
11000000,34334256
68000000,34350553
68000000,34350553
4500000,34468224
35000000,34507079
2000000,34522221
35000000,34531832
82000000,34543701
80000000,34566746
52000000,34580635
30000000,34604054
52000000,34636443
32000000,34667015
14000000,34700000
14000000,34700000
30000000,34703228
8000000,34746109
14000000,34793160
8500000,34872293
38000000,34912982
8000000,34963967
150000000,34964818
150000000,34964818
150000000,34964818
25000000,35000629
15000000,35007180
100000000,35010192
100000000,35024475
19000000,35033759
15000000,35054909
33000000,35057332
32000000,35063732
100000000,35092918
60000000,35096190
17000000,35143332
50000000,35168395
100000000,35168677
38000000,35183792
32000000,35228696
60000000,35231365
30000000,35266619
30000000,35266619
76000000,35286428
39000000,35287788
68000000,35324232
4000000,35385560
7000000,35400000
20000000,35422828
11500000,35537564
30000000,35565975
20000000,35596227
45000000,35617599
17000000,35635046
55000000,35707327
100000000,35754555
10000000,35794166
126000000,35799026
126000000,35799026
5500000,35811509
15000000,35887263
1700000,35918429
30000000,35927406
20000000,35990505
4000000,36000000
5000000,36000000
22000000,36020063
60000000,36037909
9000000,36049108
45000000,36064910
80000000,36073232
4000000,36200000
12305523,36200000
60000000,36279230
40000000,36283504
100000000,36310118
82000000,36381716
52000000,36385763
25000000,36447959
8000000,36500000
21000000,36581633
20000000,36658108
40000000,36665854
23000000,36696761
32000000,36733909
65000000,36830057
25000000,36833473
20000000,36874745
52000000,36883539
70000000,36931089
100000000,36965395
75000000,36976367
26000000,36985501
63000000,37023395
43000000,37035515
52000000,37035845
30000000,37036404
28000000,37053924
40000000,37101011
12000000,37188667
12000000,37188667
6600000,37295394
16000000,37300107
35000000,37304950
48000000,37339525
40000000,37371385
34000000,37432299
20000000,37442180
10000000,37470017
60000000,37479778
35000000,37481242
50000000,37486138
69000000,37516013
40000000,37553932
17000000,37566230
20000000,37567440
20000000,37567440
55000000,37600435
30000000,37617947
13500000,37623143
42000000,37652565
20000000,37672350
12000000,37707719
100000000,37721949
25000000,37738400
40000000,37752931
70000000,37754208
70000000,37760080
11000000,37766350
35200000,37788228
15000000,37877959
48000000,37879996
16000000,37882551
88000000,37899638
70000000,37901509
32000000,37911876
17000000,37939782
20000000,38037513
14000000,38048637
12000000,38087366
40000000,38087756
40000000,38105077
22700000,38119483
140000000,38120554
27000000,38122105
3000000,38168022
16000000,38176108
40000000,38176892
10500000,38201895
25000000,38230435
30000000,38232624
175000000,38297305
11000000,38317535
70000000,38345403
45000000,38360195
28000000,38372662
6500000,38400000
30000000,38413606
30000000,38432823
75000000,38509342
27000000,38536376
80000000,38542418
40000000,38543473
55000000,38553833
50000000,38590500
12000000,38624000
25000000,38747385
13000000,38916903
65000000,38966057
25000000,39008741
11000000,39025000
35000000,39026186
100000000,39100956
20000000,39103378
20000000,39143839
38000000,39177215
50000000,39177541
4000000,39200000
23000000,39235088
75000000,39251128
22000000,39263506
90000000,39292022
70000000,39380442
25000000,39399750
55000000,39440655
80000000,39442871
7000000,39462438
16000000,39511038
28000000,39514713
33000000,39532308
500000,39552600
32000000,39568996
12000000,39647595
24000000,39687528
35000000,39692139
20000000,39737645
50000000,39778599
6000000,39800000
16000000,39825798
16000000,39825798
25000000,39880476
24000000,39989008
2500000,40041683
85000000,40048332
15000000,40064955
8000000,40066497
60000000,40076438
30000000,40118420
38000000,40137776
7000000,40158000
26000000,40168080
100000000,40198710
40000000,40203020
25000000,40218903
21000000,40219708
30000000,40247512
22000000,40270895
35000000,40334024
16000000,40363530
10000000,40485039
60000000,40559930
30000000,40566655
35000000,40687294
19000000,40846082
50000000,40905277
115000000,40911830
70000000,40932372
12500000,40962534
7000000,40983001
1800000,40990055
27000000,41008532
25000000,41067398
40000000,41102171
11000000,41227069
42000000,41252428
50000000,41256277
19800000,41300105
18000000,41382841
6900000,41400000
30000000,41407470
50000000,41482207
80000000,41523271
42000000,41543207
100000000,41573740
25000000,41597830
55000000,41609593
15000000,41777564
40000000,41797066
50000000,41814863
20000000,41867960
24000000,41895491
35000000,41954997
38000000,41997790
36000000,42019483
30000000,42043633
80000000,42044321
30000000,42057340
30000000,42071069
35000000,42168445
70000000,42194060
70000000,42272747
18000000,42335698
65000000,42345531
5000000,42365600
30000000,42385520
52000000,42438300
25000000,42478175
40000000,42575718
15000000,42592530
55000000,42610000
40000000,42615685
16000000,42638165
16000000,42638165
100000000,42640890
100000000,42643187
20000000,42652003
17000000,42660000
17000000,42672630
16500000,42700000
112000000,42776259
86000000,42877165
15000000,42919096
15000000,42919096
15000000,43022524
60000000,43060566
32000000,43095600
28000000,43097652
9500000,43100000
60000000,43119879
55000000,43247140
80000000,43290977
60000000,43337279
70000000,43426961
7500000,43490057
65000000,43532294
66000000,43568507
85000000,43575716
18000000,43601508
6000000,43650000
5000000,43771291
5000000,43771291
35000000,43792641
7200000,43800000
20000000,43818159
15000000,43848100
18000000,43853424
30000000,43894863
49000000,43905746
120000000,43929341
65000000,43982842
65000000,43982842
23000000,43984230
100000000,44087387
13000000,44134898
36000000,44175394
100000000,44328238
27000000,44450000
25000000,44455658
5000000,44456509
17000000,44469602
50000000,44484065
400000,44540956
4000000,44566004
90000000,44606335
58000000,44665963
15000000,44667095
25000000,44700000
13000000,44726644
50000000,44737059
4500000,44793200
44000000,44834712
37000000,44867349
10000000,44886089
31000000,44983704
20000000,44988180
36000000,45045037
8000000,45063889
25000000,45089048
28000000,45162741
53000000,45207112
42000000,45290318
75000000,45356386
75000000,45434443
26000000,45489752
40000000,45500797
26000000,45506619
16000000,45507053
30000000,45542421
30000000,45645204
20000000,45670855
35000000,45802315
40000000,45856732
3500000,45857453
3500000,45857453
56000000,45860039
60000000,45996718
40000000,46012734
40000000,46280507
9400000,46300000
14500000,46338728
20000000,46363118
10000000,46377022
100000000,46440491
26000000,46455802
13000000,46563158
48000000,46611204
21000000,46700000
13000000,46729374
14000000,46800000
38000000,46813366
45000000,46815748
25000000,46836394
30000000,46875468
61000000,46975183
160000000,46978995
50000000,46982632
300000,47000000
300000,47000000
300000,47000000
75000000,47000485
40000000,47034272
48000000,47095453
50000000,47105085
25000000,47124400
4800000,47277326
26000000,47285499
45000000,47307550
176000000,47375327
70000000,47379090
130000000,47396698
70000000,47456450
90000000,47474112
10000000,47536959
10000000,47536959
50000000,47553512
85000000,47592825
75000000,47748610
40000000,47781388
43000000,47806295
15000000,47811275
15000000,47811275
20000000,47852604
15000000,47860214
20000000,47887943
115000000,47952020
37000000,48006503
30000000,48043505
3000000,48056940
160000000,48068396
12500000,48092846
26000000,48114556
50000000,48154732
33000000,48169908
25000000,48237389
50000000,48265581
58000000,48291624
20000000,48423368
70000000,48430355
45000000,48472213
20000000,48546578
12500000,48637684
50000000,48745150
32000000,48814909
22000000,49002815
25000000,49024969
13000000,49121934
14000000,49122319
14000000,49122319
30000000,49185998
100000000,49186871
7000000,49369900
100000000,49392095
35000000,49474048
130000000,49551662
11000000,49797148
40000000,49851591
26000000,49874933
58000000,49875589
28000000,49968653
55000000,49994804
9000000,50000000
15000000,50003300
50000000,50007168
70000000,50016394
60000000,50024083
110000000,50026353
29000000,50041732
36000000,50129186
50000000,50150619
48000000,50173190
60000000,50189179
36000000,50213619
30000000,50300000
5500000,50382128
11000000,50461335
60000000,50549107
100000000,50562555
90000000,50628009
45000000,50648679
38000000,50668906
23000000,50693162
22000000,50728000
45000000,50740078
10000000,50752337
26000000,50800000
95000000,50802661
60000000,50807639
50000000,50815288
50000000,50815288
60000000,50818750
5000000,50820940
40000000,50859889
30000000,50921738
50000000,51019112
60000000,51045801
17500000,51053787
30000000,51097664
3000000,51100000
30000000,51109400
50000000,51178893
30000000,51185897
70000000,51225796
57000000,51317350
68000000,51396781
20000000,51431160
30000000,51432423
30000000,51475962
22000000,51483949
15000000,51527787
25000000,51533608
18000000,51600000
25000000,51676606
13000000,51697449
33000000,51758599
43000000,51768623
57000000,51774002
75000000,51814190
25000000,51853450
13000000,51872378
40000000,52000688
21000000,52008288
20000000,52066000
10000000,52200504
35000000,52277485
8000000,52287414
13800000,52293982
40000000,52320979
21000000,52353636
65000000,52397389
30000000,52418902
70000000,52474616
25000000,52528330
13200000,52543632
45000000,52580895
21000000,52691009
4500000,52700832
50000000,52752475
140000000,52792307
55000000,52799004
50000000,52822418
16000000,52885587
11000000,52929168
30000000,52937130
30000000,53021560
40000000,53082743
31000000,53133888
20000000,53146000
84000000,53215979
1000000,53245055
44000000,53300852
23000000,53302314
40000000,53337608
55000000,53574088
30000000,53680848
63000000,53715611
60000000,53789313
50100000,53846915
45000000,53854588
17000000,53868030
5000000,53884821
40000000,53955614
1500000,53991137
16000000,54000000
25000000,54098051
44000000,54116191
34000000,54132596
27000000,54200000
6500000,54215416
69500000,54222000
35000000,54228104
22000000,54235441
17000000,54239856
17000000,54257433
17000000,54322273
42000000,54414716
56000000,54540525
6500000,54557348
6500000,54557348
32000000,54696902
105000000,54700065
12000000,54724272
65000000,54758461
6000000,54800000
60000000,54910560
40000000,54967359
50000000,54997476
60000000,55092830
1200000,55153403
15000000,55184721
27800000,55210049
35000000,55291815
85000000,55350897
20000000,55461307
20000000,55461307
50000000,55473600
36000000,55500000
69000000,55585389
65000000,55637680
80000000,55673333
50000000,55682070
55000000,55747724
22000000,55762229
35000000,55802754
53000000,55808744
29000000,55845943
10000000,55865715
70000000,55942830
25000000,55973336
60000000,55994557
37000000,56044241
30000000,56068547
65000000,56083966
120000000,56114221
120000000,56114221
18000000,56127162
20000000,56154094
20000000,56362352
20000000,56398162
9800000,56437947
60000000,56443482
25000000,56505065
4900000,56536016
48000000,56607223
12000000,56631572
20000000,56667870
80000000,56684819
60000000,56702901
12000000,56715371
50000000,56724080
10800000,56729973
17000000,56816662
35000000,56876365
55000000,56932305
85000000,57010853
40000000,57011847
9500000,57176582
24000000,57262492
13000000,57300000
45000000,57362581
100000000,57366262
52500000,57386369
11500000,57469179
6000000,57504069
105000000,57637485
33000000,57651794
20000000,57744720
31115000,57750000
26000000,57859105
50000000,57887882
40000000,57981889
23000000,58006147
19000000,58156435
107000000,58183966
100000000,58220776
90000000,58229120
64000000,58255287
50000000,58297830
22000000,58328680
50000000,58336565
8000000,58401464
55000000,58422650
19000000,58571513
100000000,58607007
100000000,58607007
38000000,58700247
30000000,58715510
5500000,58800000
100000000,58867694
31000000,58879132
26000000,58885635
26000000,58885635
46000000,58918501
66000000,59035104
40000000,59068786
25000000,59073773
45000000,59365105
90000000,59475623
18000000,59573085
40000000,59588068
65000000,59617068
22000000,59696176
35000000,59699513
15000000,59735548
16500000,59847242
8000000,59889948
42000000,59992760
39000000,60000000
13000000,60008303
30000000,60033780
35000000,60054449
18000000,60057639
20000000,60072596
60000000,60128566
47000000,60154431
30000000,60269340
32000000,60328558
37000000,60338891
35000000,60400856
25000000,60443237
50000000,60470220
27000000,60491560
80000000,60507228
130000000,60522097
60000000,60573641
48000000,60652036
160000000,60655503
45000000,60786269
90000000,60874615
100000000,60923325
46000000,60962878
57000000,60984028
30000000,61094903
30000000,61094903
50000000,61112916
33000000,61280963
68000000,61355436
14000000,61356221
15000000,61400000
26000000,61490000
88000000,61644321
110000000,61656849
13000000,61693523
150000000,61937495
28000000,62300000
50000000,62318875
70000000,62321039
60000000,62401264
50200000,62453315
85000000,62494975
2300000,62549000
53000000,62563543
70000000,62647540
34000000,62700000
30000000,62877175
20000000,62933793
29000000,63034755
12000000,63071133
150000000,63143812
85000000,63224849
6000000,63231524
10000000,63270259
10000000,63319509
55000000,63408614
39000000,63411478
30000000,63536011
93000000,63540020
9000000,63600000
65000000,63695760
35000000,63826569
28000000,63910583
35000000,63939454
135000000,63992328
15000000,64001297
20000000,64149837
30000000,64172251
42000000,64238770
19000000,64255243
5000000,64267897
28000000,64371181
3000000,64423650
149000000,64459316
48000000,64505912
12000000,64572496
35000000,64604977
90000000,64685359
120000000,64736114
85000000,64933670
18000000,64955956
17000000,64998368
62000000,65000000
140000000,65007045
140000000,65007045
30000000,65010106
70000000,65012000
5000000,65069140
195000000,65171860
209000000,65173160
24000000,65182182
12000000,65269010
100000000,65452312
12000000,65500000
17000000,65535067
45000000,65557989
20000000,65623128
95000000,65653758
26000000,65703412
19000000,65807024
80000000,65948711
50000000,66002004
110000000,66002193
14800000,66009973
30000000,66207920
70000000,66257002
35000000,66359959
55000000,66365290
78000000,66462600
40000000,66466372
30000000,66468315
48000000,66488090
25000000,66489425
30000000,66528842
30000000,66600000
75000000,66636385
54000000,66676062
60000000,66734992
45000000,66790248
34000000,66808615
83000000,66862068
85000000,66941559
28000000,66950483
40000000,67061228
65000000,67128202
116000000,67155742
30000000,67253092
46000000,67263182
28000000,67266300
100000000,67286731
20000000,67325559
92000000,67344392
35000000,67523385
100000000,67631157
100000000,67631157
50000000,67823573
27500000,67900000
35000000,67962333
65000000,68208190
55000000,68218041
10000000,68353550
75000000,68473360
15600000,68525609
90000000,68558662
130000000,68642452
55000000,68750000
15000000,68856263
80000000,69102910
37000000,69148997
48000000,69304264
27000000,69586544
60000000,69688384
35000000,69700000
80000000,69772969
8000000,69800000
10000000,69800000
55000000,69951824
45000000,70001065
14000000,70001698
12000000,70011073
180000000,70083519
30000000,70098138
40000000,70100000
58000000,70117571
40000000,70163652
70000000,70224196
28000000,70235322
63000000,70236496
24000000,70269171
46000000,70327868
18000000,70360285
40000000,70405498
50000000,70450000
17000000,70492685
54000000,70496802
25000000,70625986
40000000,70836296
14600000,70906973
35000000,70960517
105000000,71017784
36000000,71026631
30000000,71038190
68000000,71069884
90000000,71148699
45000000,71277420
25000000,71309760
28000000,71346930
40000000,71347010
45000000,71423726
26000000,71500556
12000000,71502303
9000000,71519230
20000000,71588220
60000000,71844424
15000000,71897215
25000000,71975611
17000000,72000000
30250000,72077000
12000000,72217000
17000000,72219395
40000000,72266306
37000000,72279690
40000000,72306065
40000000,72455275
80000000,72515360
51000000,72601713
100000000,72660029
100000000,72660029
100000000,72755517
100000000,72980108
13000000,73000942
35000000,73023275
263700000,73058679
150000000,73103784
95000000,73209340
80000000,73215310
15000000,73326666
50000000,73343413
60000000,73648142
75000000,73661010
60000000,73701902
170000000,73820094
60000000,74058698
40000000,74098862
79000000,74158157
25000000,74273505
70000000,74329966
45000000,74484168
55000000,74540762
24000000,74608545
30000000,74787599
30000000,74888996
100000000,75030163
20000000,75072454
12000000,75074950
35000000,75274748
60000000,75280058
40000000,75305995
35000000,75367693
60000000,75370763
55000000,75530832
61000000,75573300
23600000,75590286
20000000,75597042
72000000,75600000
54000000,75604320
50000000,75605492
100000000,75621915
60000000,75638743
35000000,75668868
85000000,75754670
60000000,75764085
90000000,75817994
100000000,75888270
75000000,76081498
55000000,76137505
45000000,76261036
25000000,76270454
2280000,76400000
17000000,76400000
117000000,76418654
30000000,76501438
10700000,76600000
10700000,76600000
100000000,76657000
30000000,76806312
170000000,76846624
60000000,77032279
62000000,77086030
100000000,77222184
25000000,77264926
26000000,77324422
8000000,77413017
135000000,77564037
100000000,77679638
70000000,77862546
75000000,78009155
70000000,78031620
75000000,78120196
100000000,78616689
27000000,78651430
25000000,78656813
55000000,78745923
88000000,78747585
31500000,78800000
10000000,78845130
11000000,78900000
11000000,78900000
35000000,79100000
80000000,79363785
80000000,79363785
30000000,79566871
12000000,79568000
100000000,79711678
25000000,79817937
66000000,79883359
100000000,79900000
50000000,79948113
8200000,80000000
8200000,80000000
25000000,80014842
58000000,80021740
58000000,80021740
60000000,80033643
60000000,80033643
25000000,80034302
20000000,80050171
20000000,80050171
10000000,80150343
85000000,80170146
32000000,80197993
50000000,80270227
35000000,80276912
60000000,80281096
80000000,80360866
60000000,80574010
30000000,80920948
50000000,81022333
35000000,81150692
35000000,81159365
4500000,81200000
68000000,81257500
35000000,81257845
40000000,81292135
28000000,81350242
50000000,81517441
100000000,81557479
40000000,81593527
135000000,81638674
54000000,81645152
61000000,81687587
150000000,82161969
30000000,82163317
65000000,82226474
17000000,82234139
35000000,82300000
32000000,82301521
17000000,82389560
100000000,82506325
40000000,82522790
6500000,82528097
60000000,82569532
20000000,82624961
60000000,82670733
60000000,82931301
55000000,83000000
135000000,83024900
14000000,83025853
75000000,83077470
45000000,83287363
35000000,83299761
132000000,83348920
3500000,83400000
75000000,83503161
70000000,83552429
5000000,83574831
150000000,83640426
25000000,83813460
66000000,83892374
40000000,83906114
120000000,84037039
70000000,84049211
26000000,84136909
80000000,84185387
50000000,84244877
6500000,84263837
2600000,84300000
85000000,84303558
20000000,84518155
3000000,84749884
92000000,85017401
18500000,85200000
10000000,85300000
30000000,85416609
110000000,85463309
38000000,85570368
68000000,85707116
90000000,85884815
65000000,85911262
17000000,86049418
35000000,86208010
2800000,86300000
95000000,86897182
23000000,86930411
4000000,87025093
31000000,87100000
27000000,87341380
40000000,87666629
66000000,87704396
42000000,87856565
60000000,88200225
175000000,88246220
45000000,88504640
45000000,88625922
50000000,88658172
95000000,88761720
38000000,88915214
120000000,89021735
40000000,89138076
48000000,89253340
215000000,89289910
100000000,89296573
55000000,89706988
155000000,89732035
45000000,89808372
25000000,90135191
60000000,90341670
40000000,90353764
58000000,90356857
100000000,90400000
80000000,90443603
65000000,90454043
100000000,90485233
11000000,90556401
51000000,90567722
22000000,90636983
105000000,90646554
45000000,90703745
200000000,90755643
8000000,90800000
8000000,90800000
40000000,90835030
50000000,91030827
13000000,91038276
14000000,91121452
80000000,91188905
53000000,91400000
50000000,91439400
12000000,91443253
26000000,91457688
12000000,91547205
45000000,92001027
45000000,92115211
37000000,92173235
16000000,92823600
78000000,92930005
80000000,92969824
115000000,93050117
60000000,93307796
60000000,93375151
190000000,93417865
45000000,93452056
25000000,93571803
48000000,93607673
31000000,93749203
65000000,93771072
55000000,93815117
150000000,93926386
40000000,93952276
40000000,94125426
15000000,94175854
20000000,94497271
80000000,94822707
4000000,94900000
75000000,94999143
40000000,95001343
18000000,95001351
40000000,95149435
48000000,95308367
100000000,95328937
79000000,95632614
40000000,95720716
16400000,95860116
22000000,96067179
17000000,96471845
40000000,96917897
100000000,97030725
75000000,97360069
70000000,97680195
55000000,98711404
120000000,98780042
70000000,98895417
65000000,100003492
90000000,100012500
90000000,100018837
100000000,100117603
33000000,100125340
80000000,100169068
178000000,100189501
25000000,100241322
175000000,100289690
20000000,100292856
50000000,100328194
30000000,100422786
109000000,100446895
65000000,100448498
65000000,100468793
24000000,100491683
68000000,100614858
120000000,100685880
45000000,100768056
90000000,100853835
75000000,101087161
80000000,101111837
14400000,101157447
125000000,101160529
70000000,101217900
100000000,101228120
24000000,101334374
32000000,101470202
55000000,101530738
90000000,101643008
45000000,101702060
11000000,101736215
190000000,101785482
15000000,101978840
145000000,102176165
